"site","datetime","latitude_degN","longitude_degW","temp_lab","pH_lab","TA_lab","salinity_lab","totalPt","totalSit","P","CO2","fCO2","pCO2","HCO3","CO3","DIC","OmegaAragonite","OmegaCalcite","temp_insitu","pH_adjusted","CO2_adjusted","fCO2_adjusted","pCO2_adjusted","HCO3_adjusted","CO3_adjusted","DIC_adjusted","OmegaAragonite_adjusted","OmegaCalcite_adjusted","k1k2","kf","ks","pHscale"
"PRZ","2015-07-23 18:40:00",34.0204,-119.6842,24.9,24.9,2222.18,33.1,0,0,0,16.13,560.52,560.52,1843.23,154.03,2013.4,2.47,3.77,21.4,7.97,15.43,489.19,489.19,1845.12,152.84,2013.4,2.41,3.71,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2015-08-27 19:20:00",34.0204,-119.6842,25,25,2226.42,33.1,0,0,0,14.91,519.15,519.15,1824.15,163.55,2002.61,2.63,4,21.6,7.99,14.27,454.65,454.65,1825.93,162.41,2002.61,2.57,3.95,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2015-08-27 20:20:00",34.0204,-119.6842,25.17,25.17,2229.26,33.1,0,0,0,14.46,505.64,505.64,1816.84,167.73,1999.02,2.7,4.1,21.92,8,13.86,445.46,445.46,1818.51,166.65,1999.02,2.64,4.05,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2015-11-20 19:20:00",34.0204,-119.6842,25.37,25.37,2230.11,33.1,0,0,0,14.9,523.82,523.82,1825.15,164.74,2004.79,2.65,4.03,17.06,8.06,13.45,377.15,377.15,1829.45,161.89,2004.79,2.52,3.91,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2015-11-20 22:00:00",34.0204,-119.6842,25.37,25.37,2229.53,33.1,0,0,0,14.03,493.04,493.04,1807.48,171.65,1993.16,2.76,4.2,17.2,8.09,12.67,356.71,356.71,1811.63,168.86,1993.16,2.63,4.08,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2015-12-04 19:40:00",34.0204,-119.6842,25.03,25.03,2236.35,33.1,0,0,0,16.58,577.99,577.99,1860.42,153.01,2030.02,2.46,3.74,16.93,8.03,15.03,419.99,419.99,1864.79,150.19,2030.02,2.33,3.63,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2015-12-07 21:00:00",34.0204,-119.6842,24.87,24.87,2230.11,33.2,0,0,0,18.4,639.17,639.17,1883.22,141.08,2042.7,2.26,3.45,17.49,7.98,16.85,478.96,478.96,1887.36,138.49,2042.7,2.16,3.35,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-01-22 22:40:00",34.0204,-119.6842,25,25,2234.32,33.2,0,0,0,20.1,700.26,700.26,1907.8,132.88,2060.77,2.13,3.25,14.99,7.98,17.92,472.75,472.75,1913.51,129.34,2060.77,2,3.12,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-02-16 20:40:00",34.0204,-119.6842,24.83,24.83,2234.86,33,0,0,0,17.69,613.3,613.3,1877.7,145.41,2040.81,2.33,3.56,15.27,8.03,15.81,420.25,420.25,1882.94,142.06,2040.81,2.2,3.43,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-03-24 18:20:00",34.0204,-119.6842,25.07,25.07,2239.35,33.2,0,0,0,18.28,637.97,637.97,1887.62,143.18,2049.07,2.3,3.5,14.6,8.02,16.18,421.89,421.89,1893.4,139.49,2049.07,2.15,3.36,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-03-24 20:40:00",34.0204,-119.6842,24.67,24.67,2231.38,33.1,0,0,0,16.44,567.77,567.77,1855.97,152.7,2025.11,2.45,3.73,14.7,8.06,14.62,382.05,382.05,1861.28,149.21,2025.11,2.3,3.6,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-05-04 18:20:00",34.0204,-119.6842,24.77,24.77,2242.92,33.2,0,0,0,21.33,738.84,738.84,1929.58,127.6,2078.51,2.05,3.12,13.54,7.98,18.82,475,475,1936.07,123.61,2078.51,1.9,2.98,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-06-23 18:20:00",34.0204,-119.6842,25.3,25.3,2240.78,33.2,0,0,0,19.92,699.37,699.37,1909.45,134.94,2064.31,2.17,3.3,15.53,7.98,17.79,476.96,476.96,1915.04,131.48,2064.31,2.03,3.17,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-08-04 19:20:00",34.0204,-119.6842,25.07,25.07,2237.6,33.4,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-09-11 19:20:00",34.0204,-119.6842,25.1,25.1,2238.28,33.1,0,0,0,15.57,543.74,543.74,1844.45,160.31,2020.33,2.58,3.92,20.04,8,14.61,446.07,446.07,1847.14,158.58,2020.33,2.49,3.85,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2016-09-27 18:00:00",34.0204,-119.6842,25.17,25.17,2227.75,33.1,0,0,0,12.88,450.55,450.55,1782.19,181.13,1976.19,2.91,4.43,18.97,8.09,11.9,352.57,352.57,1785.24,179.05,1976.19,2.8,4.34,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2017-06-30 18:40:00",34.0204,-119.6842,-9999,-9999,2246.61,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2017-06-30 22:40:00",34.0204,-119.6842,-9999,-9999,2246.72,33.4,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2017-09-01 19:40:00",34.0204,-119.6842,-9999,-9999,2223.09,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2017-09-18 20:40:00",34.0204,-119.6842,24.93,24.93,2233.01,33.2,0,0,0,14.57,506.7,506.7,1822.14,167.06,2003.76,2.68,4.08,20.05,8.03,13.69,418.32,418.32,1824.67,165.4,2003.76,2.6,4.01,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2018-10-18 19:40:00",34.0204,-119.6842,24.97,24.97,2250.95,33.4,0,0,0,16.02,558.27,558.27,1860.52,158.9,2035.44,2.55,3.88,28.52,7.87,16.81,639.17,639.17,1858.57,160.06,2035.44,2.61,3.93,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2018-10-18 20:00:00",34.0204,-119.6842,24.97,24.97,2252.75,33.2,0,0,0,16.78,584.07,584.07,1875.4,153.74,2045.91,2.47,3.76,28.54,7.85,17.6,669.02,669.02,1873.4,154.91,2045.91,2.53,3.81,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2019-02-12 19:20:00",34.0204,-119.6842,25,25,2240.09,33.1,0,0,0,21.93,763.78,763.78,1933.51,124.9,2080.33,2.01,3.05,14.15,7.96,19.43,499.32,499.32,1939.86,121.04,2080.33,1.87,2.92,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2019-03-26 19:00:00",34.0204,-119.6842,25.3,25.3,2253.08,33,0,0,0,18.18,637.79,637.79,1896.58,145.42,2060.19,2.34,3.56,14.15,8.04,15.97,410.13,410.13,1902.73,141.49,2060.19,2.18,3.42,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2011-07-29 17:19:00",34.7265,-120.6268,25,25,2232.39,33.1,0,0,0,17.03,593.01,593.01,1864.7,149.62,2031.34,2.4,3.66,14.5,8.05,15.05,390.96,390.96,1870.35,145.94,2031.34,2.25,3.52,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2011-09-13 19:00:00",34.7265,-120.6268,25,25,2217.18,33.1,0,0,0,14.29,497.59,497.59,1805.6,167.19,1987.07,2.68,4.09,15.2,8.1,12.68,336.63,336.63,1810.58,163.81,1987.07,2.53,3.96,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2011-09-21 18:29:00",34.7265,-120.6268,25,25,2227.16,33.4,0,0,0,13.93,485.91,485.91,1803.9,171.86,1989.69,2.75,4.19,15.08,8.12,12.35,327.05,327.05,1808.92,168.42,1989.69,2.6,4.06,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2011-10-28 17:10:00",34.7265,-120.6268,25,25,2228.55,33.2,0,0,0,17.89,623.48,623.48,1874.32,144.05,2036.26,2.31,3.52,14.3,8.03,15.8,408.18,408.18,1880.16,140.3,2036.26,2.16,3.38,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2011-11-22 17:43:00",34.7265,-120.6268,25,25,2211.7,33.2,0,0,0,18.65,649.76,649.76,1872.13,137.9,2028.67,2.21,3.37,13.55,8.03,16.36,412.96,412.96,1878.42,133.9,2028.67,2.06,3.23,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2012-04-24 17:21:00",34.7265,-120.6268,25.6,25.6,2255.49,33.4,0,0,0,26.52,939.14,939.14,1984.89,110.34,2121.75,1.77,2.69,12.23,7.92,23.04,558.54,558.54,1993.18,105.53,2121.75,1.62,2.54,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2012-06-18 20:02:00",34.7265,-120.6268,25.07,25.07,2241.95,33.2,0,0,0,15.79,551.18,551.18,1850.6,159.29,2025.68,2.56,3.89,15.23,8.07,14.03,372.94,372.94,1855.8,155.85,2025.68,2.41,3.76,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2012-08-14 19:17:00",34.7265,-120.6268,25.33,25.33,2246.3,33.3,0,0,0,29.77,1046.75,1046.75,2002.3,99.46,2131.52,1.6,2.43,11.9,7.87,26.01,623.53,623.53,2010.9,94.62,2131.52,1.45,2.28,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2012-09-26 21:52:00",34.7265,-120.6268,25.6,25.6,2224.13,33,0,0,0,25.81,912.1,912.1,1955.44,109.44,2090.69,1.76,2.68,13.9,7.9,22.76,580.1,580.1,1962.67,105.26,2090.69,1.62,2.54,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2012-11-07 18:15:00",34.7265,-120.6268,25.5,25.5,2234.61,33.2,0,0,0,17.29,610.24,610.24,1867.96,149.22,2034.47,2.4,3.65,16.4,8.02,15.5,426.63,426.63,1872.93,146.04,2034.47,2.26,3.53,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2013-03-28 19:31:00",34.7265,-120.6268,25.4,25.4,2252.91,33.4,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2013-04-24 06:00:00",34.7265,-120.6268,25.2,25.2,2245.37,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2013-05-07 18:10:00",34.7265,-120.6268,25.8,25.8,2227.37,33.5,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2013-08-21 16:30:00",34.7265,-120.6268,25.53,25.53,2245.06,33.3,0,0,0,13.84,489.08,489.08,1812.77,175.92,2002.53,2.83,4.3,15.3,8.12,12.2,325.21,325.21,1817.95,172.38,2002.53,2.66,4.16,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2013-10-11 18:54:00",34.7265,-120.6268,25.23,25.23,2224.74,33.1,0,0,0,21.48,752.63,752.63,1915.94,125.66,2063.07,2.02,3.07,14.79,7.96,19.09,500.37,500.37,1922.02,121.97,2063.07,1.88,2.94,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2014-05-14 19:26:00",34.7265,-120.6268,24.7,24.7,2244.16,33.6,0,0,0,27.03,936.57,936.57,1981.84,106.71,2115.58,1.71,2.6,12.2,7.9,23.76,576.12,576.12,1989.59,102.23,2115.58,1.57,2.46,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2015-03-11 19:00:00",34.7265,-120.6268,24.83,24.83,2224.53,32.7,0,0,0,16.74,579.26,579.26,1856.89,149.72,2023.34,2.41,3.67,14.2,8.06,14.77,379.39,379.39,1862.56,146.01,2023.34,2.25,3.53,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PUR","2015-07-30 18:58:00",34.7265,-120.6268,24.9,24.9,2235.49,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"QMM","2016-05-11 16:30:00",-9999,-9999,24.87,24.87,2256.6,33.4,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RMC","2013-05-02 17:30:00",35.5224,-120.073,25.2,25.2,2185.46,33.6,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RMC","2013-05-02 17:37:00",35.5224,-120.073,24.9,24.9,2225.2,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RMC","2013-07-25 12:17:00",35.5224,-120.073,25.23,25.23,2260.72,33,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RMC","2013-07-25 13:22:00",35.5224,-120.073,24.8,24.8,2260.89,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RMC","2013-10-17 21:36:00",35.5224,-120.073,25.3,25.3,2178.96,33.1,0,0,0,7.64,267.94,267.94,1581.87,241.26,1830.77,3.88,5.9,17.2,8.29,6.86,193.12,193.12,1585.12,238.78,1830.77,3.71,5.77,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RMC","2013-10-17 21:38:00",35.5224,-120.073,25.37,25.37,2210.61,33.3,0,0,0,5.86,206.07,206.07,1504.39,285.58,1795.83,4.59,6.98,17.2,8.39,5.24,147.74,147.74,1507.25,283.34,1795.83,4.4,6.84,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2012-09-26 21:24:00",34.4672,-120.2781,25.8,25.8,2238.01,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2012-12-12 22:37:00",34.4672,-120.2781,25.1,25.1,2213.76,33.1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2012-12-12 22:40:00",34.4672,-120.2781,25.1,25.1,2234.06,33.1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-01-24 22:23:00",34.4672,-120.2781,25.9,25.9,2146.48,32.1,0,0,0,26.15,926.83,926.83,1897.83,101,2024.99,1.64,2.49,16,7.85,23.48,634.72,634.72,1903.95,97.55,2024.99,1.52,2.37,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-01-24 22:31:00",34.4672,-120.2781,25.6,25.6,2228.85,32.9,0,0,0,22.84,806.73,806.73,1932.79,120.66,2076.29,1.95,2.96,15.4,7.93,20.36,542.89,542.89,1938.89,117.04,2076.29,1.81,2.83,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-02-11 23:05:00",34.4672,-120.2781,25.2,25.2,2235.6,33.1,0,0,0,23.34,817.1,817.1,1943.6,118.94,2085.88,1.91,2.91,13.49,7.95,20.53,517.05,517.05,1950.57,114.78,2085.88,1.77,2.77,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-02-11 23:10:00",34.4672,-120.2781,25.1,25.1,2239.62,33.1,0,0,0,21.99,767.96,767.96,1933.47,124.73,2080.19,2,3.05,13.5,7.97,19.34,487.08,487.08,1940.25,120.61,2080.19,1.86,2.91,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-02-25 23:25:00",34.4672,-120.2781,25.27,25.27,2241.85,33.2,0,0,0,19.79,694.44,694.44,1908.86,135.62,2064.27,2.18,3.32,16.07,7.97,17.78,484.61,484.61,1914.12,132.37,2064.27,2.05,3.2,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-02-25 23:30:00",34.4672,-120.2781,25.07,25.07,2236.65,33.2,0,0,0,22.35,780.31,780.31,1934.63,122.96,2079.95,1.97,3,16.18,7.92,20.21,552.66,552.66,1939.94,119.8,2079.95,1.86,2.89,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-04-03 17:41:00",34.4672,-120.2781,25.4,25.4,2259.83,33.3,0,0,0,24.44,860.58,860.58,1971.54,117.61,2113.58,1.89,2.87,12.8,7.94,21.33,526.12,526.12,1979.17,113.08,2113.58,1.74,2.72,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-04-03 17:44:00",34.4672,-120.2781,25.4,25.4,2248.33,33.3,0,0,0,20.93,737.22,737.22,1926.57,131.1,2078.59,2.11,3.2,12.8,8,18.18,448.56,448.56,1933.79,126.62,2078.59,1.94,3.05,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-04-29 14:28:00",34.4672,-120.2781,25.4,25.4,2235.72,33.5,0,0,0,18.76,661.54,661.54,1888.97,140.98,2048.71,2.26,3.44,15.18,8,16.65,442.68,442.68,1894.68,137.38,2048.71,2.12,3.31,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-05-30 16:20:00",34.4672,-120.2781,25.9,25.9,2242.1,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-05-30 16:25:00",34.4672,-120.2781,26.4,26.4,2240.56,33.5,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-06-25 14:26:00",34.4672,-120.2781,25.9,25.9,2245.55,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-06-25 14:28:00",34.4672,-120.2781,25.73,25.73,2246.33,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-07-26 14:09:00",34.4672,-120.2781,25.33,25.33,2231.8,33,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-07-26 14:11:00",34.4672,-120.2781,25.37,25.37,2246.31,33.1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-08-20 12:37:00",34.4672,-120.2781,25.1,25.1,2308.38,33.2,0,0,0,46.31,1618.01,1618.01,2132.42,72.14,2250.88,1.16,1.76,17.12,7.62,43.2,1214.55,1214.55,2138.66,69.01,2250.88,1.07,1.67,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-08-20 12:39:00",34.4672,-120.2781,24.97,24.97,2306.74,33.3,0,0,0,47.14,1642.3,1642.3,2133.7,70.91,2251.75,1.14,1.73,17.12,7.62,44.07,1239.56,1239.56,2139.85,67.83,2251.75,1.05,1.64,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-10-07 00:32:00",34.4672,-120.2781,24.93,24.93,2227.22,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"RZR","2013-10-07 00:35:00",34.4672,-120.2781,25.13,25.13,2229.35,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2014-07-02 18:30:00",34.41,-119.6854,25.27,25.27,2233.73,33.3,0,0,0,15.08,529.15,529.15,1830.43,163.97,2009.48,2.63,4.01,19.5,8.02,14.02,422.05,422.05,1833.46,162.01,2009.48,2.54,3.92,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2014-10-24 19:40:00",34.41,-119.6854,25.17,25.17,2243.34,33.2,0,0,0,17.16,600.39,600.39,1873.68,150.52,2041.35,2.42,3.68,19.28,7.98,15.95,477.17,477.17,1876.92,148.47,2041.35,2.33,3.6,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2015-02-02 18:20:00",34.41,-119.6854,24.5,24.5,2232.88,33,0,0,0,17.1,587.87,587.87,1868.71,148.2,2034.01,2.38,3.62,16.27,8.02,15.51,424.75,424.75,1873.18,145.32,2034.01,2.25,3.51,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2015-04-29 18:20:00",34.41,-119.6854,24.87,24.87,2230.44,33,0,0,0,22.15,768.48,768.48,1929.18,122.67,2074,1.97,3,14,7.96,19.64,502.03,502.03,1935.55,118.82,2074,1.83,2.87,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2015-08-18 22:46:00",34.41,-119.6854,25.17,25.17,2225.76,33.1,0,0,0,15.23,532.55,532.55,1828.89,161.37,2005.49,2.59,3.95,21.57,7.99,14.54,462.89,462.89,1830.78,160.17,2005.49,2.53,3.89,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2015-12-05 00:00:00",34.41,-119.6854,25,25,2256.31,33.1,0,0,0,16.55,576.51,576.51,1874.75,155.56,2046.86,2.5,3.8,17.68,8.02,15.14,432.26,432.26,1878.72,153.01,2046.86,2.38,3.7,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2016-05-27 19:10:00",34.41,-119.6854,24.9,24.9,2241.81,33.1,0,0,0,15.58,541.21,541.21,1847.96,160.35,2023.88,2.57,3.92,16.7,8.05,14.1,391.24,391.24,1852.29,157.5,2023.88,2.45,3.81,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2016-09-14 18:20:00",34.41,-119.6854,25.03,25.03,2217.99,33.1,0,0,0,21.16,737.73,737.73,1907.91,126.08,2055.15,2.02,3.08,16.9,7.93,19.27,537.89,537.89,1912.67,123.21,2055.15,1.91,2.98,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2016-12-13 20:14:00",34.41,-119.6854,25.3,25.3,2214.59,33,0,0,0,17.98,630.58,630.58,1864.84,142.21,2025.02,2.29,3.48,15.28,8.02,15.98,424.82,424.82,1870.33,138.72,2025.02,2.15,3.35,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2017-07-31 19:15:00",34.41,-119.6854,-9999,-9999,2230.05,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2017-08-29 18:08:00",34.41,-119.6854,-9999,-9999,2225.74,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2017-11-08 18:34:00",34.41,-119.6854,-9999,-9999,2230.61,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2017-11-29 19:10:00",34.41,-119.6854,-9999,-9999,2271.6,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-02-21 21:28:00",34.41,-119.6854,-9999,-9999,2243.92,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
